Rating Agency,Company,Rating,Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Moody's Investors Service,Mosaic Company (The),BBB,2016-11-01,1285785,1,2870.0,Chems,MOS,2.0241,0.2827,0.4011,19.3125,14.3761,14.3761,23.0571,12.4032,11.2464,0.5115,10.4736,12.5701,5.7609,7.5128,0.0073,-0.2798
Moody's Investors Service,TransDigm Inc.,BB,2016-10-31,1260221,0,3728.0,Manuf,TDG,3.8941,1.0701,-15.6497,54.4888,39.9746,39.9746,44.3223,24.22,18.396,0.2957,-90.0112,-7.2439,5.4671,6.3112,2.9647,3.1509
Moody's Investors Service,Precision Drilling Corporation,B-,2016-10-31,1013605,0,1381.0,Enrgy,PDS,2.1964,0.4314,0.7587,40.1912,14.9637,14.9637,34.0512,0.8963,1.41,0.4427,7.7129,8.4881,3.5468,4.3856,13.0632,1.7593
Standard & Poor's Ratings Services,Korea Electric Power Corp.,AA,2016-10-31,887225,1,4911.0,Utils,KEP,0.9698,0.4291,0.8672,22.8978,33.8505,33.8505,47.9986,31.6427,22.5401,0.3364,19.7467,19.9994,7.6552,11.2738,2.261,10.8366
Moody's Investors Service,Tecnoglass Inc.,BB-,2016-10-31,1534675,0,3442.0,Manuf,TGLS,1.2783,0.7626,3.6777,37.5076,16.3442,16.3442,21.4895,3.9923,-4.5492,0.7537,-29.1434,-33.2539,-3.4286,-6.9175,0.2652,0.6231
Standard & Poor's Ratings Services,Westinghouse Air Brake Technologies Corp.,BBB,2016-10-31,943452,1,3743.0,Manuf,WAB,2.3166,0.2891,0.4069,31.6752,18.3666,18.3666,20.3235,17.6955,12.0504,1.0243,23.4303,99.0939,12.3433,16.6571,-0.2281,-0.2317
Standard & Poor's Ratings Services,Phillips 66,BBB+,2016-10-31,1534701,1,2911.0,Enrgy,PSX,1.5046,0.2612,0.3918,15.7954,2.2157,2.2157,2.8478,3.5636,2.9539,3.3109,18.5642,22.9021,8.4018,13.7144,-3.5619,-7.2897
Standard & Poor's Ratings Services,Algonquin Power & Utilities Corp.,BB+,2016-10-28,1174169,0,4991.0,Other,AQN,1.0813,0.392,0.6487,36.2328,17.9569,17.9569,32.7087,12.6719,10.5182,0.2059,4.1643,4.1141,1.7336,2.2956,-0.0161,1.208
Moody's Investors Service,VEON Ltd.,BB,2016-10-28,1468091,0,4812.0,Telcm,VEON,0.9764,0.6752,2.0788,77.4308,5.4549,5.4549,26.9727,-6.194,-6.8187,0.2837,-20.9296,31.9232,-2.4074,-6.7979,-1.8559,-1.1184
Fitch Ratings,"PPG Industries, Inc.",A-,2016-10-28,79879,1,2851.0,Chems,PPG,1.4296,0.4427,0.8497,45.3269,12.8011,12.8011,15.9329,12.2534,9.8729,0.834,26.2774,-171.2082,7.8004,14.6454,1.4612,1.9067
Standard & Poor's Ratings Services,NXP Semiconductors N.V.,BB+,2016-10-28,1413447,0,3674.0,BusEq,NXPI,1.9924,0.8309,4.9388,46.7505,18.5762,18.5762,25.7482,11.3157,9.5449,0.8244,75.7803,-32.0655,8.8613,12.814,2.4115,1.9236
Standard & Poor's Ratings Services,Lam Research Corp.,BBB,2016-10-27,707549,1,3559.0,Manuf,LRCX,3.8102,0.3563,0.7089,44.4949,18.2514,18.2514,24.394,16.3122,15.5295,0.4799,14.9793,22.0207,7.4529,9.6417,3.2727,3.8466
Moody's Investors Service,Teck Resources Limited,B-,2016-10-27,886986,0,1000.0,Other,TECK,2.7839,0.366,0.5791,15.4861,8.633,8.633,25.1725,-40.1986,-29.9552,0.2381,-14.9306,-16.0155,-7.161,-9.4654,-0.9299,-0.7237
"Japan Credit Rating Agency,Ltd.","America Movil, S.A.B. de C.V.",A,2016-10-27,1129137,1,4812.0,Telcm,AMX,0.8256,0.778,4.2476,53.248,15.8207,15.8207,29.8807,6.2825,3.9234,0.6897,22.9996,-36.6207,2.8534,5.1063,-2.4147,-1.8694
Standard & Poor's Ratings Services,Companhia de Saneamento Basico do Estado de Sao Paulo,BB,2016-10-27,1170858,0,4941.0,Utils,SBS,0.9225,0.4581,0.9566,29.4649,25.9913,25.9913,35.162,5.0167,4.5791,0.3475,3.9097,-3.6242,1.591,2.1187,-0.3704,-0.339
Fitch Ratings,Newell Brands Inc.,BBB-,2016-10-27,814453,1,3990.0,Durbl,NWL,1.2539,0.5937,1.6743,38.9574,10.1662,10.1662,13.0669,5.7052,5.9165,0.8149,14.1973,-12.7828,3.5719,5.768,-0.0898,-0.356
Moody's Investors Service,Centene Corporation,BB,2016-10-26,1071739,0,6324.0,Money,CNC,1.0176,0.334,0.5043,11.4976,2.8019,2.8019,3.3394,2.7597,1.6365,2.8434,14.9742,30.0345,4.4815,9.9733,3.3827,3.2571
Standard & Poor's Ratings Services,Live Nation Entertainment Inc.,B+,2016-10-26,1335258,0,7900.0,Other,LYV,1.089,0.5806,1.4134,28.2823,1.8131,1.8131,7.4457,0.0877,-0.9066,1.177,-1.0898,1.2088,-0.2561,-0.4571,0.0627,0.0556
Standard & Poor's Ratings Services,Amneal Pharmaceuticals LLC,BB-,2016-10-26,1723128,0,2834.0,Hlth,AMRX,2.5158,0.2855,0.3997,40.9549,8.0849,8.0849,16.0616,6.8995,4.5321,0.4476,3.6706,15.5849,2.0285,2.6225,0.8183,0.8925
Moody's Investors Service,Bright Horizons Family Solutions LLC,B+,2016-10-25,1437578,0,8351.0,Other,BFAM,0.5001,0.5545,1.2908,24.5299,12.4518,12.4518,18.0913,9.61,6.3963,0.6782,12.909,-11.6026,4.3676,5.7509,0.135,-0.1329
Standard & Poor's Ratings Services,Stericycle Inc.,A,2016-10-25,861878,1,4955.0,Other,SRCL,1.2971,0.5253,1.1652,42.0242,16.3301,16.3301,20.5968,13.7613,8.6038,0.4226,9.7532,-9.394,3.7933,4.6301,-0.7219,-1.0506
Moody's Investors Service,DTE Energy Company,BBB+,2016-10-25,936340,1,4931.0,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Standard & Poor's Ratings Services,"Lannett Company, Inc.",B-,2016-10-25,57725,0,2834.0,Hlth,LCI,1.9372,0.0381,0.0396,21.408,8.0188,8.0188,10.7562,7.9827,5.229,2.1896,15.7676,26.9063,11.4493,15.1666,0.9173,0.6314
Standard & Poor's Ratings Services,WPP CP LLC,A,2016-10-25,806968,1,7311.0,Other,WPP,0.9409,0.3677,0.6978,86.0166,13.3386,13.3386,16.4738,12.1992,9.4825,0.4256,15.5331,-46.9,4.3309,9.8217,-2.5679,-2.6558
Moody's Investors Service,Lennox International Inc.,BBB-,2016-10-25,1069202,1,3585.0,Manuf,LII,1.1389,0.8328,7.2943,27.3231,8.8078,8.8078,10.6189,8.1502,5.3816,2.0671,184.2519,-200.2138,11.1601,30.8098,3.9519,4.2175
Standard & Poor's Ratings Services,Autoliv Inc.,A-,2016-10-24,1034670,1,3714.0,Durbl,ALV,1.8138,0.3018,0.4438,20.111,7.9371,7.9371,11.4171,7.3689,4.9817,1.2185,13.1917,27.333,6.0793,9.2099,0.7766,0.5975
Standard & Poor's Ratings Services,Netflix Inc,B+,2016-10-24,1065280,0,7841.0,Other,NFLX,1.5389,0.5161,1.0665,32.2742,4.511,4.511,56.8311,2.0929,1.809,0.6645,5.5159,5.5159,1.202,2.6691,-1.7553,-1.8029
Moody's Investors Service,Oasis Petroleum Inc.,B-,2016-10-24,1486159,0,1311.0,Enrgy,OAS,0.9857,0.4982,0.9928,68.9712,-14.456,-14.456,48.5551,-7.138,-5.0964,0.1398,-1.7353,-1.7353,-0.7124,-0.8708,-5.9295,-1.7225
Moody's Investors Service,"Comstock Resources, Inc.",B-,2016-10-24,23194,0,1311.0,Enrgy,CRK,1.6322,1.1589,-7.295,71.9937,-461.7878,-461.7878,-332.4539,-476.01,-414.8248,0.2111,611.4219,611.4217,-87.5619,-97.1279,-39.8128,10.8429
Standard & Poor's Ratings Services,British American Tobacco PLC,A-,2016-10-24,1303523,1,2111.0,NoDur,BTI,1.0414,0.6271,2.1084,77.8971,32.1237,32.1237,33.0327,34.7004,24.286,0.5339,62.8951,-73.281,13.9745,23.451,-0.3628,-0.4456
Standard & Poor's Ratings Services,Group 1 Automotive Inc.,BB,2016-10-21,1031203,0,5500.0,Shops,GPI,1.0588,0.5078,2.5258,14.5699,3.04,3.04,3.5723,1.6543,0.901,2.3996,9.5095,-59.4983,2.2457,4.681,5.8993,5.693
Standard & Poor's Ratings Services,Mercer International Inc.,BB-,2016-10-20,1333274,0,2611.0,Manuf,MERC,3.7235,0.6294,1.6981,20.511,16.0359,16.0359,22.6496,10.1578,7.3076,0.8735,19.7146,20.1599,6.3832,7.3068,0.1451,-0.0196
Standard & Poor's Ratings Services,Diamondback Energy Inc,BB-,2016-10-20,1539838,0,1311.0,Enrgy,FANG,0.7689,0.1879,0.2313,80.1412,-165.7072,-165.7072,-116.3941,-167.684,-123.2566,0.1624,-25.9743,-25.9743,-19.9144,-21.095,-0.0777,3.6077
Standard & Poor's Ratings Services,AECOM,BB,2016-10-20,868857,0,8711.0,Other,ACM,1.1312,0.5103,1.1452,3.6921,2.1569,2.1569,4.447,0.7211,0.552,1.2737,4.6016,-5.9427,1.1959,2.2533,0.1068,-0.3054
DBRS,Fortis Inc.,BBB+,2016-10-19,1666175,1,4911.0,Utils,FTS,0.7039,0.5212,1.1776,34.0717,21.0941,21.0941,33.7149,15.802,10.8221,0.2335,9.8441,14.8963,2.9163,3.8846,4.6012,1.2761
Moody's Investors Service,"Live Nation Entertainment, Inc.",BB,2016-10-19,1335258,0,7900.0,Other,LYV,1.089,0.5806,1.4134,28.2823,1.8131,1.8131,7.4457,0.0877,-0.9066,1.177,-1.0898,1.2088,-0.2561,-0.4571,0.0627,0.0556
Standard & Poor's Ratings Services,"Mondelez International, Inc.",BBB,2016-10-19,1103982,1,2052.0,NoDur,MDLZ,0.8202,0.3413,0.548,38.8447,30.0209,53.0402,56.0568,26.6028,24.5209,0.4716,25.9466,-64.3399,11.6019,17.0922,0.193,0.2615
Fitch Ratings,NGL Energy Partners LP,B-,2016-10-18,1504461,0,5900.0,Shops,NGL,1.4567,0.6323,1.7241,7.6909,-0.8908,-0.8908,1.2315,-1.5965,-2.0997,2.1118,-11.0443,24.2924,-3.365,-4.0612,0.3143,-3.3591
Moody's Investors Service,"NIKE, Inc.",A+,2016-10-18,320187,1,3021.0,Manuf,NKE,2.8042,0.1398,0.1663,46.241,13.9054,13.9054,15.9501,14.2791,11.6135,1.5144,30.6739,31.7407,17.5874,26.3841,-0.6953,-0.8027
Standard & Poor's Ratings Services,Calumet Specialty Products Partners LP,CCC+,2016-10-18,1340122,0,2911.0,Enrgy,CLMT,0.9725,0.7377,2.9366,13.6478,3.9997,3.9997,7.8569,-2.1678,-3.903,1.3347,-14.8161,-48.0315,-2.9001,-3.7097,1.7703,1.497
Moody's Investors Service,"Enviva Partners, LP",B,2016-10-18,1592057,0,2400.0,Other,EVA,1.1259,0.3368,0.5246,13.0178,7.7875,7.7875,14.8592,4.4135,4.1633,0.6952,4.4376,5.7253,2.6696,2.9432,2.7255,-1.4096
Moody's Investors Service,Harsco Corporation,BB+,2016-10-18,45876,0,3390.0,Manuf,HSC,1.313,0.7312,2.8987,21.2833,5.1382,5.1382,14.2193,2.0205,0.3591,0.836,2.3526,-5.1274,0.3547,0.6323,-1.2879,-0.1051
Moody's Investors Service,"United Parcel Service, Inc.",A+,2016-10-17,1090727,1,4210.0,Other,UPS,1.3012,0.8204,4.9949,76.4494,8.5314,8.5314,11.8337,7.963,5.2068,1.6431,140.5005,-347.3081,8.5553,25.2372,-1.5076,-1.9013
Moody's Investors Service,"Triumph Group, Inc.",B+,2016-10-17,1021162,0,3728.0,Manuf,TGI,1.5342,0.5952,1.5159,7.431,-28.0774,-28.0774,-4.309,-29.8282,-26.9671,0.8037,-112.088,90.4254,-21.674,-45.3697,-7.4586,-6.867
Standard & Poor's Ratings Services,Southern Copper Corp.,BBB,2016-10-17,1001838,1,1000.0,Other,SCCO,2.6996,0.529,1.1231,41.9806,28.0307,28.0307,38.1518,23.5677,14.594,0.4007,13.9851,14.4068,5.8849,6.5871,-0.5301,-0.1295
Moody's Investors Service,"LSB Industries, Inc.",B-,2016-10-14,60714,0,2810.0,Chems,LXU,1.7335,0.454,0.8843,4.5804,-16.2593,-16.2593,-7.7008,-17.9728,-8.6905,0.3214,-11.0244,-7.926,-3.3885,-4.2073,-1.4687,-8.9675
Standard & Poor's Ratings Services,Meritage Homes Corporation,BB-,2016-10-14,833079,0,1531.0,Other,MTH,1.3408,0.4701,0.8873,19.3873,8.0138,8.0138,8.5659,7.3451,4.9909,0.9626,10.2259,10.2259,4.8041,5.4183,4.9973,5.1109
Moody's Investors Service,CSX Corporation,BBB+,2016-10-14,277948,1,4011.0,Other,CSX,1.4549,0.474,0.9029,68.0891,30.3446,30.3446,40.5724,26.5685,16.6624,0.3399,16.8666,16.8666,5.6641,8.8717,0.0295,0.0055
Standard & Poor's Ratings Services,Oceaneering International Inc.,BBB,2016-10-14,73756,1,1389.0,Enrgy,OII,2.4636,0.3351,0.5041,19.7675,12.205,12.205,20.0814,10.979,7.5426,0.8931,14.6327,20.0554,6.7359,9.7285,-1.0331,0.5368
Standard & Poor's Ratings Services,NVIDIA Corp.,BBB-,2016-10-14,1045810,1,3674.0,BusEq,NVDA,6.3761,0.2404,0.3164,55.5105,16.211,16.211,21.5079,16.1256,13.4772,0.6502,14.2825,17.6356,8.7627,10.8494,0.0515,0.1033
Standard & Poor's Ratings Services,CSG Systems International Inc.,BBB,2016-10-13,1005757,1,7374.0,BusEq,CSGS,2.2288,0.3942,0.7134,48.1765,10.0747,10.0747,17.1849,8.1889,4.7533,0.8791,9.9575,85.5783,4.1785,6.0326,-1.3726,-1.228
Moody's Investors Service,YPF Sociedad Anonima,B-,2016-10-13,904851,0,2911.0,Enrgy,YPF,0.9647,0.3928,0.8779,23.4405,10.6241,10.6241,27.9218,18.6139,2.9327,0.4296,3.6742,3.9105,1.2178,2.2309,-3.0941,-5.5756
Standard & Poor's Ratings Services,LSB Industries Inc.,CCC,2016-10-13,60714,0,2810.0,Chems,LXU,1.7335,0.454,0.8843,4.5804,-16.2593,-16.2593,-7.7008,-17.9728,-8.6905,0.3214,-11.0244,-7.926,-3.3885,-4.2073,-1.4687,-8.9675
Standard & Poor's Ratings Services,Stanley Black & Decker Inc.,AA,2016-10-12,93556,1,3540.0,Manuf,SWK,1.3944,0.3709,0.5908,36.1835,11.0102,11.0102,14.9772,9.5673,6.7107,0.7154,13.1636,-24.3848,5.4085,8.2808,2.6459,3.0387
Standard & Poor's Ratings Services,Xerox Corp.,BBB,2016-10-11,108772,1,7389.0,Other,XRX,1.4605,0.3625,0.6973,40.3029,11.4047,11.4047,16.4445,8.5969,7.9896,0.4584,9.7833,395.4887,3.8036,6.0404,-0.6035,0.0164
Moody's Investors Service,Union Pacific Corporation,A-,2016-10-11,100885,1,4011.0,Other,UNP,1.2882,0.3966,0.686,56.0125,36.9138,36.9138,46.1376,35.0983,21.8769,0.3995,23.0509,23.0509,8.7399,13.9089,0.2517,-0.1383
Standard & Poor's Ratings Services,Galapagos Holding S.A.,CCC,2016-10-11,1421876,0,2836.0,Hlth,GLPG,5.1714,0.0002,0.0003,100.0,-147.6485,-147.6485,-142.0327,-197.4727,-195.4638,0.1369,-32.4412,-32.5795,-26.7585,-32.4356,-0.2284,-0.3291
Standard & Poor's Ratings Services,CSX Corp.,BBB+,2016-10-07,277948,1,4011.0,Other,CSX,1.4549,0.474,0.9029,68.0891,30.3446,30.3446,40.5724,26.5685,16.6624,0.3399,16.8666,16.8666,5.6641,8.8717,0.0295,0.0055
DBRS,Chevron Corporation,AA-,2016-10-07,93410,1,2911.0,Enrgy,CVX,1.3228,0.1333,0.1781,37.6275,14.72,14.72,22.6424,14.72,9.0772,0.7968,12.3631,12.7376,7.2587,10.7147,-1.5337,-0.5277
Standard & Poor's Ratings Services,Sanmina Corp.,BB+,2016-10-07,897723,0,3672.0,BusEq,SANM,1.6954,0.2124,0.2873,7.935,3.4683,3.4683,5.195,3.1571,2.8982,1.7878,11.6684,11.6684,5.1814,9.1903,2.9093,2.4751
Standard & Poor's Ratings Services,United States Cellular Corporation,BB,2016-10-06,821130,0,4812.0,Telcm,USM,2.2353,0.3133,0.4593,54.6515,8.6083,8.6083,23.6666,10.0223,5.9787,0.571,6.9168,18.0688,3.4986,4.75,4.4818,4.8489
Standard & Poor's Ratings Services,Coty Inc.,BBB-,2016-10-06,1024305,1,2844.0,Chems,COTY,1.0448,0.9147,11.1637,59.8538,5.8449,5.8449,11.1793,3.1915,3.6076,0.6182,48.815,-4.5999,2.547,4.1641,-0.0347,0.0542
Standard & Poor's Ratings Services,Gulfport Energy Corp.,B+,2016-10-06,874499,0,1311.0,Enrgy,GPOR,1.0475,0.3185,0.4677,88.1218,-188.2557,-188.2557,-140.3611,-208.8725,-172.7646,0.2126,-60.0776,-60.0776,-36.7311,-40.9406,-1.5479,-1.7065
Moody's Investors Service,Sempra Energy,BBB+,2016-10-06,1032208,1,4931.0,Utils,SRE,0.6268,0.5108,1.1657,64.764,19.0109,19.0109,31.2286,16.6553,13.1854,0.2486,11.5296,12.751,3.5188,5.6314,2.928,3.7018
Standard & Poor's Ratings Services,Kronos Inc.,B-,2016-10-05,1176236,0,2810.0,Chems,KRO,3.524,0.422,0.7383,14.2571,-0.0816,-0.0816,3.0397,-2.2835,-12.8707,1.0854,-37.5839,-37.5839,-13.9696,-21.7244,-0.3072,-0.1855
Standard & Poor's Ratings Services,"NN, Inc.",BB-,2016-10-05,918541,0,3562.0,Manuf,NNBR,2.1011,0.7195,2.6171,20.9181,0.0143,0.0143,11.4149,-12.1393,-1.5997,0.2937,-7.7657,5.8287,-1.7656,-2.1786,-0.1089,-0.3507
Fitch Ratings,Flowserve Corporation,BBB,2016-10-04,30625,1,3561.0,Manuf,FLS,1.8197,0.4839,0.9739,32.4178,11.292,11.5083,14.2967,9.0475,5.6697,0.9183,15.8627,124.7601,5.3196,8.1867,-1.0188,-1.352
Moody's Investors Service,Xylem Inc.,BBB,2016-10-04,1524472,1,3561.0,Manuf,XYL,2.2857,0.3597,0.6037,38.6364,11.8233,11.8233,15.4494,10.7508,8.6057,0.8103,15.8439,1531.818,6.9729,10.1445,0.5168,0.5266
Moody's Investors Service,Belden Inc.,BB-,2016-10-04,913142,0,3670.0,BusEq,BDC,1.5241,0.6764,2.093,39.7611,6.0866,6.0866,12.5971,1.7296,2.8669,0.7018,8.0565,-5.4718,2.0212,2.6073,1.0556,0.7787
Standard & Poor's Ratings Services,"Twitter, Inc.",BB-,2016-10-03,1418091,0,7370.0,BusEq,TWTR,8.659,0.2575,0.367,67.1215,-20.2899,-20.2899,-3.0671,-24.0441,-23.4907,0.3443,-11.9282,-16.7842,-8.0875,-8.8568,0.4431,0.2521
Moody's Investors Service,"PepsiCo, Inc.",A+,2016-10-03,77476,1,2080.0,NoDur,PEP,1.3102,0.7083,2.7668,54.4357,13.247,13.247,17.0785,11.8022,8.6463,0.9051,45.1828,-36.1242,7.8961,13.338,0.4356,0.4333
Standard & Poor's Ratings Services,Lions Gate Entertainment Corp.,B-,2016-09-30,929351,0,7812.0,Other,LGF,0.4981,0.5077,1.8584,39.7078,-1.065,-1.065,43.725,-1.4399,2.1385,0.6122,5.0218,14.0414,1.1137,2.4722,-0.759,-0.7664
Standard & Poor's Ratings Services,TransAlta Corp.,BB,2016-09-30,1144800,0,4911.0,Utils,TAC,1.3646,0.501,1.0239,55.536,6.5285,6.5285,33.2157,9.7486,-1.0587,0.2071,3.3643,3.2621,1.0597,1.3185,-1.4509,-1.1361
Standard & Poor's Ratings Services,Ashland LLC,BB,2016-09-30,1305014,0,5160.0,Shops,ASH,2.1449,0.5244,1.2279,25.9649,3.2749,3.2749,12.7485,-4.4152,9.0351,0.3402,-0.3951,2.0305,-0.1194,-0.1879,-11.2006,-11.2802
Standard & Poor's Ratings Services,United Utilities Water Finance PLC,BBB+,2016-09-30,319687,1,4512.0,Other,CAL,7.5048,0.01,0.0279,33.9546,24.7231,24.7231,27.4051,25.5285,16.5584,1.7168,34.6698,36.0105,28.6074,34.3237,3.9987,4.1306
Standard & Poor's Ratings Services,Compass Minerals Canada Corp.,BB+,2016-09-29,1227654,0,1400.0,Other,CMP,2.9994,0.5288,1.1301,30.0446,20.1511,20.1511,27.3869,19.5231,14.3988,0.6762,24.8867,32.0774,9.7981,11.7257,4.093,-2.3655
Moody's Investors Service,"Energizer Holdings, Inc.",BBB-,2016-09-29,1632790,1,3690.0,BusEq,ENR,2.309,1.065,-16.5141,46.3472,3.6038,3.6038,6.1657,-0.0429,-0.2452,1.008,6.6556,2.2923,-0.2471,-0.4328,-0.9341,-0.9968
Standard & Poor's Ratings Services,Chesapeake Energy Corp.,B,2016-09-29,895126,0,1311.0,Enrgy,CHK,0.673,0.8114,4.4606,75.2037,-148.2216,-148.2216,-130.7584,-149.6239,-115.4654,0.7372,2200.752,-610.5548,-84.527,-115.1637,-4.1386,-10.9302
Standard & Poor's Ratings Services,Thermo Fisher Scientific (Finance I) B.V.,BBB,2016-09-29,97745,1,3826.0,BusEq,TMO,1.2224,0.3754,0.7088,44.3587,14.8198,14.8198,24.7951,12.3579,11.2164,0.3941,9.2247,-15.2806,4.4234,5.7615,1.0149,0.7899
Moody's Investors Service,Viacom Inc.,BBB-,2016-09-29,1339947,1,4833.0,Telcm,VIA,1.2197,0.3858,1.4627,32.6578,8.3498,8.3498,15.5506,7.8036,1.0791,2.2076,77.9585,319.1816,16.0108,47.8802,5.9227,6.1641
Standard & Poor's Ratings Services,CACI International Inc.,BB+,2016-09-29,16058,0,7373.0,BusEq,CACI,1.6311,0.4659,0.9059,33.5578,7.0712,7.0712,8.8871,5.9725,3.814,0.939,8.8843,-11.3929,3.5813,4.7451,0.4783,0.3536
Standard & Poor's Ratings Services,American Electric Power Co. Inc.,BBB,2016-09-28,4904,1,4911.0,Utils,AEP,0.5729,0.4977,1.1378,62.8753,20.2605,20.2605,33.3564,15.9416,12.442,0.2667,9.8777,9.9068,2.8672,4.9616,0.2661,-0.3539
Standard & Poor's Ratings Services,Waste Connections Inc.,BBB+,2016-09-28,1057058,1,4953.0,Other,WCN,0.9581,0.5219,1.1101,44.3907,-2.9062,-2.9062,9.9655,-5.9645,-4.523,0.4134,-4.7542,-164.2139,-1.8488,-2.273,0.2029,0.1677
Standard & Poor's Ratings Services,"ONE Gas, Inc.",A-,2016-09-28,1587732,1,4924.0,Utils,OGS,1.5872,0.3929,0.6539,54.3863,15.4507,15.4507,24.0456,12.4062,7.6908,0.3339,6.4636,7.07,2.5682,3.9242,3.001,3.0858
Moody's Investors Service,"Compass Minerals International, Inc",B+,2016-09-28,1227654,0,1400.0,Other,CMP,2.9994,0.5288,1.1301,30.0446,20.1511,20.1511,27.3869,19.5231,14.3988,0.6762,24.8867,32.0774,9.7981,11.7257,4.093,-2.3655
Fitch Ratings,"D. R. Horton, Inc.",BBB-,2016-09-27,882184,1,1531.0,Other,DHI,6.808,0.3927,0.6465,21.141,10.0933,10.0933,10.7354,10.3788,6.9355,0.9707,12.7337,12.9248,6.7321,7.7337,3.6981,3.9712
Standard & Poor's Ratings Services,"FleetCor Technologies Operating Co., LLC",BB+,2016-09-27,1175454,0,7374.0,BusEq,FLT,0.7379,0.453,1.1146,91.9748,47.1447,47.1447,56.5913,42.767,30.7412,0.1407,14.0805,-10.5924,4.3252,7.7014,2.556,2.4903
Standard & Poor's Ratings Services,DTE Energy Co.,A,2016-09-27,936340,1,4931.0,Utils,DTE,1.0186,0.499,1.1065,46.1933,11.9861,11.9861,20.6733,9.1903,7.033,0.3607,8.1865,10.7656,2.512,4.1014,0.2802,0.3173
Moody's Investors Service,Southwest Gas Corporation,A-,2016-09-27,92416,1,4923.0,Utils,SWX,1.0432,0.4935,0.9977,77.1147,11.7036,11.7036,22.6675,8.9028,5.6144,0.4597,8.7564,9.5097,2.6019,4.4355,4.2715,2.4272
Standard & Poor's Ratings Services,Beazer Homes USA Inc.,B-,2016-09-27,915840,0,1531.0,Other,BZH,17.9751,0.7063,2.4053,16.7409,3.1699,3.1699,3.9895,1.3537,21.1436,0.6755,54.9788,54.9788,14.3859,16.145,2.496,2.4513
Standard & Poor's Ratings Services,Eastman Chemical Co.,BBB,2016-09-27,915389,1,2821.0,Chems,EMN,1.5692,0.6688,2.1028,23.3127,12.1969,12.1969,16.9203,10.3915,7.8829,0.5928,21.0306,-19.8632,4.6976,6.9662,1.1963,0.444
Standard & Poor's Ratings Services,Keysight Technologies Inc.,BBB-,2016-09-27,1601046,1,3825.0,BusEq,KEYS,2.3017,0.4577,0.8441,55.5672,15.091,15.091,18.5574,13.5854,17.9622,0.8141,39.4009,144.1011,14.6237,21.3661,-1.1725,-1.2854
Standard & Poor's Ratings Services,Jabil Inc.,BBB-,2016-09-27,898293,1,3672.0,BusEq,JBL,1.0503,0.4577,0.8626,8.324,2.8487,2.8487,6.6451,2.1089,1.3845,1.7779,10.3722,16.2793,2.4693,5.625,-1.5758,-1.4023
Moody's Investors Service,Tata Motors Limited,BB+,2016-09-27,926042,0,3711.0,Durbl,TTM,1.6091,0.3437,0.7026,14.6856,3.5105,3.5105,12.1021,1.6814,1.1083,0.8279,2.0536,2.1478,0.9176,1.3479,0.6877,-0.1764
Fitch Ratings,"Coca-Cola FEMSA, S.A.B. de C.V.",A-,2016-09-26,910631,1,2086.0,NoDur,KOF,1.3852,0.3678,0.6137,47.2859,14.4453,14.4453,19.1401,9.6603,6.7148,0.7246,9.4877,57.3614,4.9068,5.9982,-1.4781,-4.3725
Standard & Poor's Ratings Services,FedEx Corp.,A,2016-09-26,1048911,1,4513.0,Other,FDX,1.4971,0.4991,0.9984,75.4492,6.1094,6.1094,11.3333,5.4403,3.6136,1.0959,13.2037,25.8633,3.9601,6.6141,1.7619,-0.48
Moody's Investors Service,"Casella Waste Systems, Inc.",B+,2016-09-26,911177,0,4953.0,Other,CWST,0.8983,1.0446,-23.4955,29.9881,5.8309,5.8309,19.7576,-1.9085,-2.3731,0.8624,54.5493,7.8632,-1.8592,-2.4321,0.4881,0.3254
Standard & Poor's Ratings Services,Zebra Technologies Corp.,B+,2016-09-26,877212,0,3577.0,BusEq,ZBRA,1.4905,0.7713,3.3729,45.0411,1.0137,1.0137,10.2192,-4.9315,-4.3288,0.7242,-17.6932,6.712,-3.1349,-4.0461,-2.4345,-4.0677
Standard & Poor's Ratings Services,Tata Motors Ltd.,BB+,2016-09-26,926042,0,3711.0,Durbl,TTM,1.6091,0.3437,0.7026,14.6856,3.5105,3.5105,12.1021,1.6814,1.1083,0.8279,2.0536,2.1478,0.9176,1.3479,0.6877,-0.1764
Standard & Poor's Ratings Services,Kinross Gold Corp.,BB+,2016-09-26,701818,0,1040.0,Other,KGC,4.2804,0.29,0.4207,-18.2039,-29.6339,-29.6339,-4.3995,-38.0059,-33.6526,0.3872,-29.1733,-30.177,-15.9428,-20.7129,0.0524,0.6269
Standard & Poor's Ratings Services,Hershey Company (The),AA,2016-09-23,47111,1,2060.0,NoDur,HSY,1.1609,0.5037,1.4332,44.9511,18.7592,18.7592,21.8235,17.5975,11.4112,1.3199,55.7351,196.1651,15.0619,27.6602,-1.4883,-1.6533
