Rating Agency,Company,Rating,Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share
Egan-Jones Ratings Company,WEATHERFORD INTERNATIONAL PLC,B+,2015-10-23,1603923,0,1381.0,Enrgy,WFRD,1.9727,0.4915,1.07,23.1373,3.3868,3.3868,12.5813,-1.7101,-3.9166,0.7894,-7.6639,-15.0475,-2.8535,-3.897,-0.3526,-0.1026
Egan-Jones Ratings Company,TEREX CORPORATION,BB,2015-10-23,97216,0,3530.0,Manuf,TEX,2.0426,0.4452,0.8772,19.174,7.2939,7.2939,10.3118,5.0802,5.8169,0.9251,12.3584,43.247,4.251,6.8564,1.9852,1.9644
Egan-Jones Ratings Company,BIOGEN INC.,A+,2015-10-23,875045,1,2836.0,Hlth,BIIB,2.0445,0.0509,0.0539,87.932,40.9397,40.9397,48.0311,40.6728,30.2454,0.6779,27.2018,58.5358,20.5495,25.8164,2.5625,2.3827
Egan-Jones Ratings Company,CARLISLE COMPANIES,A,2015-10-23,790051,1,2950.0,Enrgy,CSL,4.1089,0.2538,0.34,25.5774,12.7435,12.7435,15.9894,11.7385,7.8433,0.8524,11.415,40.0286,6.6965,8.5183,-1.8124,-2.1278
Egan-Jones Ratings Company,ABB LTD,A+,2015-10-23,1091587,1,3613.0,Manuf,ABB,1.5847,0.2827,0.4177,28.6561,10.4832,10.4832,13.6327,9.7161,6.6598,0.8707,15.327,56.1725,6.1252,10.9941,-0.0618,0.039
Egan-Jones Ratings Company,CATERPILLAR INC,BBB,2015-10-23,18230,1,3531.0,Manuf,CAT,1.3942,0.6228,2.3348,26.2141,6.0054,7.1361,12.8679,5.7118,4.4433,0.6517,14.6678,34.9773,2.9145,5.5324,-2.6624,-1.1288
Standard & Poor's Ratings Services,Johnson & Johnson,AAA,2015-10-22,200406,1,2834.0,Hlth,JNJ,2.227,0.1782,0.269,69.399,27.6641,28.4713,33.7114,27.6641,21.9599,0.5702,23.4015,78.8627,12.5217,19.232,0.4803,1.8907
Egan-Jones Ratings Company,ALLEGHENY TECHNOLOGIES,B+,2015-10-22,1018963,0,3350.0,Manuf,ATI,2.4367,0.3378,0.6502,6.2471,-2.2579,-2.2579,2.4385,-3.8284,3.8086,0.5861,-3.0454,-4.0233,-1.322,-2.0168,-0.217,-2.706
Egan-Jones Ratings Company,OMNICOM GROUP INC,A,2015-10-22,29989,1,7311.0,Other,OMC,0.9186,0.5776,1.3699,17.7291,12.6918,12.6918,14.5667,11.8163,7.0741,0.7148,37.127,-20.9344,5.7545,15.6815,-1.1636,-1.1838
Egan-Jones Ratings Company,UNITEDHEALTH GROUP,A,2015-10-22,731766,1,6324.0,Money,UNH,0.7692,0.3303,0.5363,25.3039,7.8744,7.8744,9.0072,7.4007,4.3066,1.5104,17.3137,-135.2346,6.5048,11.5949,1.3315,1.0625
Egan-Jones Ratings Company,LOCKHEED MARTIN CORPORATION,A-,2015-10-22,936468,1,3760.0,Manuf,LMT,1.1089,0.6437,1.8065,11.7233,12.5469,12.5469,15.0353,11.7083,9.0472,1.0783,95.6765,-41.7801,8.781,34.0914,-1.9321,-1.9926
Egan-Jones Ratings Company,"HARLEY-DAVIDSON, INC",A,2015-10-22,793952,1,3751.0,Durbl,HOG,1.5894,0.5317,1.7475,39.6358,19.5547,19.5547,24.0061,18.8869,12.4408,0.6273,24.3893,24.6386,7.8043,11.4219,0.8643,0.7591
Egan-Jones Ratings Company,LENNOX INTERNATIONAL INC.,A+,2015-10-21,1069202,1,3585.0,Manuf,LII,1.1864,0.9868,102.8444,26.8249,9.9394,9.9394,11.745,9.4316,6.1115,1.9086,2312.216,-103.8423,11.7951,30.424,-0.3536,-0.6499
Egan-Jones Ratings Company,"CROWN HOLDINGS, INC",BB,2015-10-21,1219601,0,3411.0,Manuf,CCK,1.2377,0.9274,13.4212,15.1918,8.959,8.959,11.0476,5.7272,4.2871,0.9434,123.5142,-18.8263,4.957,8.9664,0.2907,-0.2123
Egan-Jones Ratings Company,IDEX CORPORATION,A-,2015-10-21,832101,1,3561.0,Manuf,IEX,3.2532,0.3292,0.492,43.1476,19.5399,19.5399,23.5435,17.446,12.6086,0.701,16.2248,-291.0283,8.8384,10.8834,0.9678,1.0205
Egan-Jones Ratings Company,HALLIBURTON COMPANY,A-,2015-10-21,45012,1,1389.0,Enrgy,HAL,2.4969,0.3227,0.4773,16.8421,15.5065,15.5065,21.9745,14.3353,10.648,1.0219,21.0885,24.6062,10.6855,14.2833,-0.1626,-0.6336
Egan-Jones Ratings Company,"HASBRO, INC",BBB,2015-10-20,46080,1,3944.0,NoDur,HAS,1.8195,0.3633,0.8302,59.0192,11.4423,11.4423,17.0441,8.6185,7.011,0.9273,16.8769,39.8762,6.4496,10.7457,-1.01,-1.0104
Egan-Jones Ratings Company,"PPG INDUSTRIES, INC",A+,2015-10-20,79879,1,2851.0,Chems,PPG,1.3216,0.4016,0.7624,43.5603,12.2642,12.2642,15.3066,9.1001,14.2113,0.8435,21.0636,-117.1067,6.3245,12.6051,-0.7066,-1.0215
Egan-Jones Ratings Company,HONEYWELL INTERNATIONAL INC,AA,2015-10-20,773840,1,9997.0,Other,HON,1.5021,0.2537,0.4882,28.1571,14.4668,14.4668,16.7593,14.4346,10.517,0.8868,24.3421,155.2726,9.5245,18.1662,0.9512,0.767
Egan-Jones Ratings Company,INTEL CORPORATION,A,2015-10-19,50863,1,3674.0,BusEq,INTC,1.7319,0.1775,0.2444,63.7355,27.4691,27.4691,42.7707,28.2817,20.9486,0.6079,20.9505,28.8574,12.7356,17.231,-0.0377,0.0651
Egan-Jones Ratings Company,"DELTA AIR LINES, INC",AA,2015-10-19,27904,1,4512.0,Other,DAL,0.5436,0.4903,1.0962,20.2914,5.4655,5.4655,9.8533,2.656,1.6327,0.7474,7.4776,-11.8016,1.2203,3.8115,0.605,0.8817
Egan-Jones Ratings Company,"WYNN RESORTS, LIMITED",BB-,2015-10-16,1174922,0,7990.0,Other,WYNN,2.0397,0.9804,50.3489,38.1096,22.9515,22.9515,29.9344,17.5509,12.9632,0.671,758.7071,988.4937,11.987,14.8419,5.1218,2.5644
Egan-Jones Ratings Company,JOHNSON & JOHNSON,AA+,2015-10-15,200406,1,2834.0,Hlth,JNJ,2.227,0.1782,0.269,69.399,27.6641,28.4713,33.7114,27.6641,21.9599,0.5702,23.4015,78.8627,12.5217,19.232,0.4803,1.8907
Egan-Jones Ratings Company,DELUXE CORPORATION,BBB,2015-10-15,27996,1,2780.0,NoDur,DLX,0.6516,0.4116,1.1639,64.5944,20.0599,20.0599,25.2131,17.7344,11.7241,1.0097,33.9086,-43.8257,11.8922,19.9506,0.3478,0.3024
Standard & Poor's Ratings Services,Container Store Inc. (The),B,2015-10-15,1411688,0,5700.0,Shops,TCS,1.3173,0.6181,1.6592,58.5863,6.0076,6.0076,9.9738,3.8198,2.8999,1.0167,11.2319,-9.8413,2.9482,4.289,-1.4864,0.1835
Moody's Investors Service,Scotts Miracle-Gro Company (The),B+,2015-10-15,825542,0,2870.0,Chems,SMG,1.8092,0.6182,1.8285,34.1951,10.7039,10.7039,13.6139,8.6458,6.7395,0.9382,20.3285,-42.0863,5.0926,7.7619,0.1274,0.5619
Egan-Jones Ratings Company,"ANALOG DEVICES, INC",A+,2015-10-14,6281,1,3674.0,BusEq,ADI,5.376,0.155,0.1834,63.886,26.2668,26.2668,31.2225,25.4591,21.9675,0.4176,13.2269,25.749,9.1742,11.1766,-0.1645,-0.3321
Egan-Jones Ratings Company,INTERNATIONAL SPEEDWAY,A-,2015-10-14,1679049,1,4412.0,Other,INSW,7.6585,0.2996,0.4323,29.4497,8.2156,8.2156,25.0312,-22.8919,-23.0358,0.254,-8.5625,-8.5625,-5.852,-5.9969,-9.6823,-7.3828
Egan-Jones Ratings Company,"CONSTELLATION BRANDS, INC",BBB,2015-10-14,16918,1,2082.0,NoDur,STZ,2.5743,0.5465,1.2406,42.777,24.8872,24.8872,28.4406,19.5687,13.9234,0.3994,14.2179,-23.8376,5.5403,6.4485,1.0748,-1.1169
Egan-Jones Ratings Company,CSX CORPORATION,A,2015-10-14,277948,1,4011.0,Other,CSX,1.2207,0.4598,0.8717,64.2592,28.5184,28.5184,37.6036,24.0272,15.2104,0.3833,17.2423,17.2423,5.83,9.3137,0.0434,-0.0114
Standard & Poor's Ratings Services,Johnson (S.C.) & Son Inc.,A,2015-10-13,200406,1,2834.0,Hlth,JNJ,2.227,0.1782,0.269,69.399,27.6641,28.4713,33.7114,27.6641,21.9599,0.5702,23.4015,78.8627,12.5217,19.232,0.4803,1.8907
Egan-Jones Ratings Company,"PEPSICO, INC",A+,2015-10-09,77476,1,2080.0,NoDur,PEP,1.1421,0.5758,1.6467,53.1545,14.368,14.368,18.3045,13.1323,9.7521,0.9457,37.076,-57.0013,9.3009,15.8525,0.6699,0.5947
Egan-Jones Ratings Company,"MOTOROLA SOLUTIONS, INC",BBB,2015-10-09,68505,1,3663.0,BusEq,MSI,3.0573,0.5511,1.2292,48.1381,-17.1059,-17.1059,-14.1643,-19.7415,22.0881,0.5642,-25.1627,-29.2069,-6.6775,-11.295,-4.6454,-4.8673
Egan-Jones Ratings Company,MCCORMICK & COMPANY,A,2015-10-09,63754,1,2090.0,NoDur,MKC,1.2622,0.3592,0.7101,40.7758,14.211,14.211,16.6313,13.0656,10.32,0.9612,22.5766,-167.6929,9.254,14.4679,0.1811,0.0433
Fitch Ratings,Turkcell Iletisim Hizmetleri A.S,BBB-,2015-10-08,1071321,1,4812.0,Telcm,TKC,2.6663,0.0695,0.2213,38.7707,17.7317,17.7317,31.2938,18.233,12.1639,0.5395,13.0901,15.3361,9.2319,12.1805,-0.2212,-0.2617
Egan-Jones Ratings Company,THOMSON REUTERS CORPORATION,BBB,2015-10-07,1075124,1,7370.0,BusEq,TRI,0.8192,0.3126,0.4909,24.7835,11.9351,11.9351,26.3423,7.8964,1.0786,0.3916,1.0651,-1.7583,0.5395,0.7322,-0.7415,-0.7924
Egan-Jones Ratings Company,TARGET CORPORATION,A,2015-10-07,27419,1,5331.0,Shops,TGT,1.1609,0.4744,0.9091,29.3867,6.245,6.245,9.1768,5.0304,-2.2529,1.7638,17.4966,17.4966,5.9482,9.1961,-3.1834,-2.9957
Egan-Jones Ratings Company,WILLIAMS COMPANIES INC.,BB+,2015-10-07,107263,0,4922.0,Utils,WMB,0.7363,0.5074,1.0699,60.5081,20.5447,20.5447,36.6374,46.9294,27.681,0.1514,11.5755,27.1543,4.6279,5.7018,-0.3035,-0.6333
Egan-Jones Ratings Company,PPL CORPORATION,BBB-,2015-10-06,922224,1,4911.0,Utils,PPL,1.0491,0.6229,1.7334,75.8915,35.2609,35.2609,47.7764,23.7918,15.4757,0.157,10.9739,18.7551,2.9573,4.1382,-0.445,-0.5795
Egan-Jones Ratings Company,"AUTOZONE, INC",BBB+,2015-10-06,866787,1,5531.0,Shops,AZO,0.8424,1.582,-2.7183,52.2907,19.1714,19.1714,21.8821,17.6946,11.3891,1.2573,-68.1937,-55.427,14.3198,39.6869,9.2569,7.1956
Egan-Jones Ratings Company,COSTCO WHOLESALE CORPORATION,AA,2015-10-05,909832,1,5399.0,Shops,COST,1.0145,0.3091,0.5658,13.0242,3.1188,3.1188,4.0887,3.1016,2.0456,3.5194,22.2171,22.2171,7.2962,15.3488,0.6752,-0.226
Egan-Jones Ratings Company,PVH CORP,BB+,2015-10-05,78239,0,2300.0,NoDur,PVH,1.9507,0.4407,0.8126,52.5009,6.4299,6.4299,9.3991,4.7493,5.3269,0.7613,10.0566,-16.3989,4.0545,5.6248,4.4863,4.286
Egan-Jones Ratings Company,"PATTERSON COMPANIES, INC",A-,2015-10-05,891024,1,5047.0,Shops,PDCO,2.7233,0.323,0.4772,27.118,7.7882,7.7882,8.9266,7.0143,5.7087,1.3279,11.8936,16.5339,6.1144,8.0514,0.7083,0.4347
Egan-Jones Ratings Company,CAMPBELL SOUP COMPANY,A-,2015-10-02,16732,1,2030.0,NoDur,CPB,0.7459,0.6484,2.9644,34.4222,13.0413,13.0413,16.7904,11.7421,8.2405,1.0006,48.366,-30.663,8.2456,17.0072,1.0081,0.8704
Egan-Jones Ratings Company,"NORDSTROM, INC",A,2015-10-02,72333,1,5651.0,Shops,JWN,1.8657,0.5614,1.2832,37.761,9.7956,9.7956,12.9942,8.7739,5.331,1.4609,29.5082,35.9102,7.788,12.9427,-0.3751,-0.7608
Egan-Jones Ratings Company,DIAGEO PLC,A,2015-10-01,835403,1,2085.0,NoDur,DEO,1.4499,0.4746,1.1276,57.3661,25.867,25.867,29.9362,27.1248,22.0198,0.419,26.653,-124.9113,9.5605,14.0043,1.7634,1.7481
Egan-Jones Ratings Company,"DARDEN RESTAURANTS, INC",BB+,2015-10-01,940944,0,5812.0,Shops,DRI,0.8828,0.3836,0.6288,21.0305,5.4347,5.4347,10.2824,2.5917,10.4894,1.1283,8.4165,22.1545,3.2762,5.1878,2.5712,3.7649
Egan-Jones Ratings Company,CINTAS CORPORATION,A+,2015-10-01,723254,1,7200.0,Shops,CTAS,3.4124,0.4022,0.6727,43.3195,15.6451,15.6451,19.1941,14.6591,9.8547,1.0423,20.8312,57.9706,9.6018,12.4535,-0.045,-0.7003
Fitch Ratings,Hewlett Packard Enterprise,A-,2015-09-30,1645590,1,3571.0,BusEq,HPE,1.1149,0.0129,0.0371,28.3675,4.236,4.236,11.7537,4.0709,2.9897,0.8471,4.4334,18.0011,2.5326,4.3763,-0.9967,-1.4803
Egan-Jones Ratings Company,JABIL INC,BBB-,2015-09-30,898293,1,3672.0,BusEq,JBL,1.0338,0.3639,0.7104,8.3982,3.103,3.103,6.0594,2.4115,1.5868,1.8661,12.5989,18.5128,3.0671,8.0141,3.8617,1.3144
Standard & Poor's Ratings Services,Crown Castle GS III Corp.,BBB,2015-09-30,1051470,1,6798.0,Money,CCI,1.1802,0.6234,1.6704,65.4186,30.7321,30.7321,60.0642,8.7586,2.7479,0.1391,0.8644,-2.9512,0.2913,0.3255,1.2604,0.9888
Egan-Jones Ratings Company,CIENA CORPORATION,B,2015-09-30,936395,0,3661.0,BusEq,CIEN,2.1676,1.0578,-21.0422,41.4437,1.9973,1.9973,6.9253,-1.1656,-1.7759,1.1041,58.3737,20.4935,-1.9606,-3.3719,0.4126,0.3849
Egan-Jones Ratings Company,"GENERAL MILLS, INC",BBB+,2015-09-30,40704,1,2040.0,NoDur,GIS,0.7537,0.5842,1.7044,33.7442,11.7826,11.7826,15.1194,9.9936,6.9273,0.8075,23.3538,-15.4353,5.7686,9.7116,0.1739,0.0579
Egan-Jones Ratings Company,"ADVANCE AUTO PARTS, INC.",A-,2015-09-30,1158449,1,5531.0,Shops,AAP,1.2973,0.4496,0.8173,45.2425,8.6522,8.6522,11.5443,7.9379,5.0008,1.2363,24.6554,190.4006,6.202,13.5695,2.2303,1.5291
Egan-Jones Ratings Company,ORACLE CORPORATION,AA-,2015-09-30,1341439,1,7370.0,BusEq,ORCL,4.1115,0.4487,0.8546,80.2961,36.2868,36.2868,43.7713,33.574,25.998,0.3447,20.2412,115.491,8.961,11.1592,-0.0031,-0.186
Egan-Jones Ratings Company,"WORTHINGTON INDUSTRIES, INC",BB+,2015-09-30,108516,0,3310.0,Manuf,WOR,1.8921,0.4082,0.7985,13.6968,1.7894,1.7894,4.3037,3.3398,2.2689,1.623,10.387,18.1054,4.1847,6.1474,-0.0658,-0.4759
Egan-Jones Ratings Company,"TOLL BROTHERS, INC",BBB,2015-09-29,794170,1,1531.0,Other,TOL,7.8688,0.4669,0.8758,21.2129,10.1557,10.1557,10.7436,12.8996,8.6929,0.4658,8.8075,8.8075,4.0487,4.6954,4.8821,4.9503
Moody's Investors Service,Lattice Semiconductor Corporation,B,2015-09-29,855658,0,3674.0,BusEq,LSCC,5.559,0.0092,0.0093,53.6032,8.0553,8.0553,14.3126,7.9651,6.7126,0.7424,5.7874,6.7971,4.9837,5.7341,0.4461,0.4553
Egan-Jones Ratings Company,"PNM RESOURCES, INC.",A-,2015-09-28,1108426,1,4911.0,Utils,PNM,0.5772,0.4742,1.1447,54.2297,20.8724,20.8724,35.4886,13.9741,8.0965,0.248,7.2926,8.5655,2.2609,3.8098,0.3615,-1.0496
Egan-Jones Ratings Company,ENDO INTERNATIONAL PLC,B-,2015-09-28,1593034,0,2834.0,Hlth,ENDP,1.6147,0.63,1.7675,48.2713,13.7138,13.7138,28.8665,4.1952,-30.2988,0.2199,2.5582,-2.1833,0.5692,0.9465,-0.3361,-0.0584
Moody's Investors Service,SunOpta Inc.,B-,2015-09-28,351834,0,2086.0,NoDur,STKL,1.7924,0.0099,0.235,11.0728,3.8018,3.8018,5.2542,2.8595,1.188,1.7205,5.5161,6.2772,3.0408,5.4614,-0.08,0.1722
Egan-Jones Ratings Company,KOHL'S CORPORATION,BBB+,2015-09-25,885639,1,5311.0,Shops,KSS,1.9517,0.4364,0.7925,36.4033,8.8787,8.8787,13.5363,7.0914,4.5576,1.3272,14.4717,14.4717,6.049,8.1569,1.358,0.9375
Egan-Jones Ratings Company,HORMEL FOODS CORPORATION,AA-,2015-09-24,48465,1,2011.0,NoDur,HRL,2.234,0.0647,0.0692,16.7984,9.9999,10.1887,11.5846,9.8983,6.4691,1.7076,16.7779,33.1024,11.1083,15.6918,0.2019,0.1052
Egan-Jones Ratings Company,"BECTON, DICKINSON AND COMPANY",BBB,2015-09-24,10795,1,3841.0,Hlth,BDX,2.7432,0.4272,0.7859,50.9235,19.0149,19.0149,25.669,18.0204,14.0303,0.6786,23.4514,36.9966,9.5204,13.4339,0.2114,-0.1396
Egan-Jones Ratings Company,"CISCO SYSTEMS, INC",AA,2015-09-24,858877,1,3576.0,BusEq,CSCO,3.1338,0.2644,0.4246,60.3751,21.9076,21.9076,26.875,22.7843,18.2686,0.4336,15.0418,27.3294,7.9216,11.0653,0.104,0.0673
Egan-Jones Ratings Company,ATMOS ENERGY CORPORATION,A-,2015-09-24,731802,1,4924.0,Utils,ATO,0.852,0.4431,0.8595,32.027,12.3732,12.3732,17.5137,9.6504,5.8513,0.5749,9.3906,12.3631,3.372,5.2293,0.8223,-0.0786
Egan-Jones Ratings Company,"MOHAWK INDUSTRIES, INC.",BBB,2015-09-23,851968,1,2273.0,NoDur,MHK,2.3362,0.323,0.5056,26.1379,7.4425,7.4425,11.6455,6.0632,4.7462,0.8652,8.2139,19.0983,4.3228,5.5608,-1.2146,-3.279
Egan-Jones Ratings Company,"NRG ENERGY, INC.",B-,2015-09-22,1013871,0,4911.0,Utils,NRG,1.7304,0.6279,1.7279,25.5861,8.0098,8.0098,18.6476,0.8508,0.4916,0.3921,1.1305,2.0199,0.3262,0.4207,0.5224,4.5513
Egan-Jones Ratings Company,"AMERICAN WATER WORKS COMPANY,",BBB+,2015-09-22,1410636,1,4941.0,Utils,AWK,0.4633,0.5254,1.2112,100.0,33.3112,33.3112,47.3929,23.5802,14.0485,0.1877,8.7487,11.5997,2.6811,4.1518,1.0888,1.3248
Moody's Investors Service,Kirby Corporation,BBB,2015-09-22,56047,1,4400.0,Other,KEX,1.5723,0.2703,0.3705,35.3845,19.4533,19.4533,27.7081,18.2267,11.2052,0.6089,12.6746,17.9136,6.9599,9.2483,4.7773,5.9066
Egan-Jones Ratings Company,TELEFONICA SA,BB,2015-09-21,814052,0,4812.0,Telcm,TEF,0.7699,0.626,1.9737,69.8632,10.4413,10.4413,10.4413,7.2156,6.4553,0.4119,12.591,-22.205,3.1183,4.7096,-0.6709,-0.6656
Egan-Jones Ratings Company,ARCHER-DANIELS-MIDLAND COMPANY,A,2015-09-21,7084,1,2070.0,NoDur,ADM,1.6682,0.2197,0.2883,5.8718,3.4913,3.4913,4.5923,3.8546,2.7684,1.8456,11.4773,13.8749,5.1208,8.9554,-0.3473,-0.333
Egan-Jones Ratings Company,"PDL BIOPHARMA, INC.",A,2015-09-21,882104,1,2836.0,Hlth,PDLI,1.8932,0.375,0.9811,100.0,93.993,93.993,97.1866,86.2441,55.4422,0.604,69.9866,160.1666,33.4851,43.7436,-0.0045,-0.0047
Egan-Jones Ratings Company,MICROCHIP TECHNOLOGY,BBB+,2015-09-19,827054,1,3674.0,BusEq,MCHP,7.5278,0.4699,0.8864,57.268,19.8236,19.8236,34.0526,16.1109,17.1869,0.4491,17.7254,37.0761,7.6416,9.3965,0.0585,-0.0533
Egan-Jones Ratings Company,VULCAN MATERIALS COMPANY,BBB-,2015-09-18,1396009,1,1400.0,Other,VMC,3.1808,0.3904,0.6405,15.4069,6.872,6.872,17.9561,-0.1336,0.88,0.3355,0.5271,13.0536,0.2513,0.3213,0.8737,-0.9908
Egan-Jones Ratings Company,BOTTOMLINE TECHNOLOGIES,B-,2015-09-18,1073349,0,7370.0,BusEq,EPAY,2.1537,0.3143,0.4584,57.8587,-0.2306,-0.2306,15.9159,-4.931,-10.4809,0.4806,-9.9501,66.549,-5.0372,-6.8228,0.2408,-0.0351
Egan-Jones Ratings Company,RAYONIER INC.,BBB+,2015-09-18,52827,1,6798.0,Money,RYN,1.88,0.4544,0.8969,19.5456,16.4707,16.4707,37.7067,10.6345,56.372,0.179,6.0301,6.0301,2.8719,3.2901,0.738,1.4507
Egan-Jones Ratings Company,"MARTIN MARIETTA MATERIALS,",BBB+,2015-09-18,916076,1,1400.0,Other,MLM,3.5876,0.3927,0.6562,16.8846,10.1129,10.1129,18.174,7.6187,5.629,0.6612,7.6309,13.211,3.6867,4.634,1.8308,1.7621
Fitch Ratings,America Movil B.V.,A,2015-09-17,1129137,1,4812.0,Telcm,AMX,0.7611,0.6994,2.573,54.4843,18.4575,18.4575,32.0135,10.282,5.4394,0.6636,20.2409,-295.2425,3.7153,6.0844,1.3086,1.0362
Egan-Jones Ratings Company,EDISON INTERNATIONAL,AA-,2015-09-17,827052,1,4911.0,Utils,EIX,0.651,0.4408,0.9266,58.3017,18.4299,18.4299,31.9615,14.7543,12.0182,0.2697,11.8318,11.8318,3.0884,6.6161,0.8541,-0.6292
Fitch Ratings,Albemarle Corporation,BBB-,2015-09-16,915913,1,2810.0,Chems,ALB,3.3984,0.3769,0.619,35.5211,24.0856,24.0856,28.5701,22.4888,17.2567,0.6679,25.0018,31.7962,12.1548,15.5779,-0.3043,0.9782
Egan-Jones Ratings Company,ALBEMARLE CORPORATION,BB+,2015-09-15,915913,0,2810.0,Chems,ALB,3.3984,0.3769,0.619,35.5211,24.0856,24.0856,28.5701,22.4888,17.2567,0.6679,25.0018,31.7962,12.1548,15.5779,-0.3043,0.9782
Moody's Investors Service,Danaher Corporation,A,2015-09-15,313616,1,3826.0,BusEq,DHR,2.013,0.1328,0.1558,51.0964,17.0677,17.0677,21.7201,18.6856,14.7404,0.5273,11.5387,1565.336,7.4717,10.0069,0.2536,0.1395
Egan-Jones Ratings Company,EMERSON ELECTRIC CO.,A,2015-09-15,32604,1,3823.0,BusEq,EMR,1.2854,0.2593,0.5925,43.7715,20.2899,20.2899,23.4986,17.9947,12.1074,0.7335,22.0124,172.6852,9.2567,16.3048,0.1959,0.2092
Moody's Investors Service,Lamar Advertising Company,BB,2015-09-14,1090425,0,6798.0,Money,LAMR,1.2121,0.6575,1.9358,64.7826,21.6517,21.6517,42.1023,11.1437,19.6691,0.3878,25.8306,-28.2224,7.6388,8.8465,0.5834,0.5404
Egan-Jones Ratings Company,WEC ENERGY GROUP INC,A-,2015-09-14,783325,1,4931.0,Utils,WEC,1.0366,0.5058,1.2297,59.5685,23.9013,23.9013,32.6643,20.281,12.7772,0.306,13.6688,15.1407,3.9176,6.7072,0.3219,0.1751
Egan-Jones Ratings Company,SERVICE CORPORATION,BBB-,2015-09-11,89089,1,7200.0,Shops,SCI,0.7189,0.6827,2.2178,22.5679,20.2921,20.2921,28.5054,13.4469,5.7605,0.2511,12.8229,-40.7451,1.4813,4.0685,-0.2993,-0.4511
Egan-Jones Ratings Company,ENTERGY CORPORATION,BBB,2015-09-10,65984,1,4911.0,Utils,ETR,1.1405,0.5514,1.3777,63.6014,16.0616,16.0616,33.0917,12.4039,7.5288,0.2692,9.5952,9.8746,2.0689,4.2644,3.7133,4.0946
Egan-Jones Ratings Company,"MERITOR, INC",B,2015-09-10,1113256,0,3714.0,Durbl,MTOR,1.2447,2.6116,-1.6325,12.9315,5.7621,5.7621,7.5412,8.3643,6.6118,1.5155,-48.547,-27.9528,11.4286,78.2369,3.156,2.9359
Egan-Jones Ratings Company,BCE INC,BB+,2015-09-10,718940,0,4813.0,Telcm,BCE,0.6426,0.5014,1.1638,41.0833,21.0932,21.0932,37.6618,15.7647,11.7059,0.4495,16.7447,-127.899,4.7429,6.6047,0.9454,1.0103
Fitch Ratings,"Waste Connections, Inc.",BBB,2015-09-09,1057058,1,4953.0,Other,WCN,0.8947,0.5582,1.2679,45.2479,21.6081,21.6081,34.1627,18.5489,11.1836,0.6158,18.9883,185.8144,6.9105,8.3888,-2.5066,-0.7076
Moody's Investors Service,Berry Global Inc.,B-,2015-09-09,1378992,0,3080.0,Manuf,BERY,1.867,1.0306,-34.2281,15.4901,6.3735,6.3735,13.5942,1.3514,1.2505,0.944,-55.2632,-2.4523,1.1995,1.689,0.4793,0.7155
Egan-Jones Ratings Company,PINNACLE WEST CAPITAL,A,2015-09-09,764622,1,4911.0,Utils,PNW,0.6243,0.3995,0.7828,66.2098,23.2339,23.2339,38.6205,18.4556,11.3871,0.2444,9.3757,9.3757,2.9652,5.63,-0.5176,0.2756
Egan-Jones Ratings Company,PUBLIC SERVICE ENTERPRISE,A+,2015-09-08,788784,1,4931.0,Utils,PEG,1.1843,0.4027,0.7466,64.3028,24.0952,24.0952,37.8376,22.5611,13.9445,0.3085,12.4569,12.56,4.3019,7.4408,0.004,-0.0138
Egan-Jones Ratings Company,ALBANY INTERNATIONAL CORP.,BBB-,2015-09-02,819793,1,2221.0,NoDur,AIN,3.3102,0.354,0.5559,38.3613,6.8775,6.8775,15.2994,4.1029,2.3127,0.6726,3.232,3.7807,1.5721,2.088,0.8705,0.0281
Moody's Investors Service,"Michael Baker International, LLC",B,2015-09-02,9263,0,8711.0,Other,BKR,2.5976,0.1728,0.2207,19.5715,11.6452,11.6452,19.0339,10.7002,7.0018,0.8517,9.2419,14.6236,6.0048,7.6447,-0.3927,0.1942
Egan-Jones Ratings Company,"H&R BLOCK, INC",BBB+,2015-09-02,12659,1,7200.0,Shops,HRB,1.5713,0.2161,0.2761,72.31,25.8121,25.8121,31.0028,24.1276,15.3854,0.6818,26.5552,50.7566,10.7796,20.8166,-0.672,-0.5838
Egan-Jones Ratings Company,TENET HEALTHCARE CORPORATION,B-,2015-09-01,70318,0,8062.0,Hlth,THC,1.1937,0.9241,12.3565,35.465,5.98,6.1153,11.2023,-1.4251,-1.2086,0.674,-10.5923,2.4519,-0.5653,-0.8035,0.3504,-1.7838
Egan-Jones Ratings Company,FERRO CORPORATION,B+,2015-09-01,35214,0,2851.0,Chems,FOE,2.5918,0.4703,0.9127,25.6458,-0.9469,-0.9469,2.2362,-3.8535,7.7428,1.0184,-2.5621,-4.6542,-0.7887,-1.3572,0.4847,-0.0454
DBRS,Fair Isaac Corporation,BBB-,2015-09-01,814547,1,7373.0,BusEq,FICO,0.8451,0.4527,1.201,68.4049,20.516,20.516,24.6519,16.8737,12.0255,0.6617,20.8702,-25.4212,7.9577,11.4228,1.2698,1.5741
